drive_file_id	total_chars	total_parts	project	type	year	filename
1DOXMFbhH7CTsf14o7P7JScm4p5CwnKQW	5869	6	diason	Загальна	2026	2026-05-28 -- Протокол зустрічі. Конструкторські питання 2.docx
1a2QSr1410aJfQkko7akyP5wJyOs7pfs0	5861	4	bixter-work	Статусна	2025	Протокол статусної зустрічі 24.09.25.docx
1JByVg9Sr6vBLQsOx688HLOWZiNcHJMn1QJJIXxNEBXo	5829	6	mai-travel	Статусна	2026	Протокол MAI Travel | ToDo. Статусна зустріч 27.04.2026.docx
14x8Tk24ZUlSYrN2s9NVKhuSouBiIoUbBLaxf3_V9bGw	5822	4	медікус	Статусна	2025	Протокол Статусної зустрічі 19.06.2025.docx
1caUr4p3wCNMps0Z9jrP9711WZACwhGaWYzfxP2_t9bk	5821	4	yodezeen	Статусна	2025	Протокол статусна зустріч 20.06.2025.docx
1vUBzEo1SgmX36Pw8O_y_Xi76liStb9-g9tJYLmtH7rU	5809	7	2-архів	Збір вимог	0	Протокол обстеження (проведення інтерв'ю).docx
1P9jZ3c6fudeBiTK-417GRxFjy9XQLkDvLhN8Qzk-ZCM	5806	5	2-архів	Загальна	2023	Протокол встречи. 24.11.23. Производство. Спецификации и операции.docx
1F08Uu0BVv8qVRkPSl9z4Lg8vSPqioWzT5IA9j7hIn-4	5803	6	демз	Збір вимог	0	Протокол обстеження (проведення інтерв'ю) Доопрацювання: Кінцева локація надходженння товару | ДЕМЗ | ToDo.docx
13QstgkfSBQnGBhYO96QfR_plwg569Pc4dYQTfU8hOas	5802	6	2-архів	Загальна	2024	Протокол 26.09.2024.docx
14psintuWDQPELWkSOmOV3IGQYnl3ltmhfO0qiquGG8s	5801	7	2-архів	Збір вимог	0	Протокол обстеження (проведення інтерв_ю).docx
1SYIMw1u_vBoDr1EpRVc4Tr4vbrnppHRgSobsnQiJ2T4	5796	4	alex-villas	Статусна	2025	Протокол статусної зустрічі 13.06.2025.docx
1fvgAwtKzkYiznOv9xal_sUmN_zsNvxxn	5793	4	atmosfera	Статусна	0	Протокол статусної зустрічі 24.12.docx
18ho7fdkl99wG_mPppJ3UZFO9IqSjqtwjqBljAzSZUVU	5791	4	ярослав	Статусна	2025	Протокол статусної зустрічі 03.07.2025.docx
1ZPZhnZExOUxbdNdY0EVv-70x_lE43IfhbK5IHAysLoQ	5776	4	alex-villas	Статусна	2025	Протокол статусної зустрічі 26.06.2025 .docx
14P_SMS5dAlUNarc1aIQ8yQXkAXbBz9Qds1C0oh4syx0	5744	4	2-архів	План/договір/ТЗ	2023	Протокол встречи. 11.12.23. Производство. Планирование, контроль качества, брак..docx
1ZjOqcp6u5oOE_xx5M_cSZ12i5tFLP8NEWLpVoMDHCLQ	5734	4	ярослав	Статусна	2025	Протокол статусної зустрічі 22.10.2025.docx
1Obnh_maL66RzpIYhmGL61hF_OH9ZCVLOXt_LSMZ56II	5727	6	rse-s-r-o-чехія	Загальна	0	Протокол ToDo CashFlow.docx
1cEKRQNOpYAtqDuIlsuiUeAmQ0hx3DrO2ZcnntlvPJX8	5725	8	пп-геральдика	Збір вимог	2023	Протокол обстеження (проведення інтерв'ю) 20.11.23.docx
1y4O_7i0ebKYqL7YyongZc40S4ZGIWSqVOXFr42ZsxYk	5721	10	ярослав	Статусна	2025	Протокол статусної зустрічі 01.10.2025.docx
1_m-p-QBDdUN0Vh_u8HF4WM8_5saQbVKcU_jBFEWxG-8	5718	3	yodezeen	Статусна	2025	Протокол Статусна зустріч 17.06.2025.docx
1jp9xa6EyEv_j6RnD9QbBDGpwFg5U2oMI	5715	4	bixter-work	Загальна	2026	Протокол зустрічі 20.01.2026.docx
1H17CC86GFaa6f8NRu8qxd43oYowZSgli5_Ib5RVxiDU	5702	5	universalna	Збір вимог	2024	Протокол інтерв'ю 27.09.2024.docx
1BX1JYu5Gr0K1GcO99_wKh2LrrKc5QFAa	5697	6	pilab	Загальна	2026	2026-06-05 -- Протокол зустрічі. Специфікації та бух. питання.docx
1FDHGTaDIkuDc69glFy44NTrbajv0Gc4x	5693	6	rse-s-r-o-чехія	Збір вимог	0	Протокол обстеження Бюджетування, CashFLow & аналітика в проєктах 8.05.docx
1vFGXxrgE6TO8GTdvquH8876oa2Cl5kBoMGMJQ_zZVyM	5684	9	rse-s-r-o-чехія	Навчання	0	Протокол Навчання Користувачі.docx
1L1x5-wtI-lWE9YhNdNNrpb0SCOvPF0UqsSNWEZUuqMI	5683	5	kompas-touroperator	Загальна	0	Копія "Шаблон Протокол об Иследовании (проведение интервью)".docx
1GyI-J-m7NuUGDXH-ejdvpUNRqq2ECppRWfOggAr-MUY	5676	6	lux-site	Загальна	2024	Протокол зустрічі LuxSite - 15.11.2024.docx
1wPlhB9IJ2yS820kIvkgEVi1sqv1bOCJ-LnIs1ZcaMIM	5662	6	yodezeen	Статусна	0	Протокол статусної зустрічі.docx
1iEb-3AZHLh3IiWev4H54k-e3sa9UjoxS	5652	4	ярослав	Статусна	2026	Протокол статусної зустрічі 25.03.2026.docx
1MnOZz-OYYxYcM3vOgYD5Q8uSdP6qW3K50Av-sMiLta4	5640	5	road-style	Збір вимог	0	Протокол обстеження (проведення інтерв'ю) 03.10.docx
1LuhITFNo_Uo9QfkbyxQuxu1BY1SkHjlb	5637	4	bixter-work	Загальна	2025	Протокол зустрічі 03.12.2025 .docx
1sDtFkjdWCsv4v2PIs0F-5omQCNUy_WEPWs9SNXQ1Zfk	5625	4	ярослав	Статусна	2025	Протокол статусної зустрічі 24.09.2025.docx
1Gsmx8W8GBV2JNc-emOBIe6DnvlmjnGU3UX_cLSJovAQ	5621	7	тов-стар-світ-юа-логістика	Установча	0	Протокол установчої зустрічі.docx
1Zy_US6TlT57MHdxgqn38agMozv93dF3f	5611	5	медікус	Загальна	2024	Протокол зустрічі по збору інформації бізнес-процесів 15.10.2024.docx
1Jx0kRr679l2CuXfUfRf7AXtnnJCSKINXpPV2GfMvXJs	5605	4	iqosa	Загальна	2025	Протокол зустрічі 06.10.2025.docx
1ifbC2QdmpTgqWFe-ny4gnLaj5fwLjjV_hSP0dJgQsP0	5601	6	rse-s-r-o-чехія	Навчання	0	Протокол Склад навчання.docx
12ULygbnD-2FOfN5VnC7cAZPbp7v-VJrH2PzKIsguirs	5594	8	львівські-круасани	Статусна	2025	Протокол Статусної зустрічі 05.11.2025.docx
1-m5ZduiPVrDXl0svyOk5dkYV8mHgc9o_tWykrTiktDY	5589	5	universalna	Збір вимог	2024	Копия Протокол інтерв'ю 27.09.2024.docx
1CLO3bunK7H3Ge2KdWSQ-cBuNue3hjX6cDks8tWYe_V0	5589	6	rse-s-r-o-чехія	Загальна	0	Протокол ToDo - Питання по замовлення на продаж та банках.docx
1i6ogHanzn5S9mNSp630fWOvX9z8M1WmbZLo0INWSwZw	5579	5	yodezeen	Установча	0	Протокол установчої зустрічі.docx
1ubZ7yiGsXeWgFS3CVZ25gU48ueI7jMm9eNV9ALA_GEY	5567	5	тов-стар-світ-юа-логістика	Статусна	2024	Статусна зустріч 2024-01-04 Протокол (+ умови оплат, відтермінування, нагадування, НП, винагорода по проекту).docx
1EdC3hMrcH592AYNZ9cxhKWeY2v-_5OoQBRXBiyeuLXs	5560	8	iqosa	Загальна	2025	Протокол зустрічі 03.10.2025.docx
17Y-1_jCme2vELrX5d-tydl4_5hem0A_dm1JmnVQ2UTo	5554	6	авг-білдінг	Збір вимог	2024	Протокол обстеження (проведення інтерв'ю) 22.03.2024.docx
1KI3gmqH4Lk7i44AN6KGQbmc9J-vdTOo2IIEpgbNX_A8	5542	6	rse-s-r-o-чехія	Навчання	0	Протокол RSE_ToDo - навчання Фінанси .docx
1OrUaBOVyfm_WH-DnfnF6_q_RuvSouEH9	5541	9	iqosa	Статусна	2025	Протокол статусної зустрічі 06.11.2025.docx
1-wjEcof8j6lTpYny87msGV8J_PPlAqSMqNdMSQNlMk0	5532	6	esper-bionics	Загальна	2024	Esper Bionics Протокол зустрічі. Контроль якості (2024-07-09).docx
1pvjn2_xk2NHMhWsdatQ-CknGAIGOsAPR	5524	4	atmosfera	Загальна	2026	Протокол зустрічі 16.02.2026.docx
1LovM7tln5JfBVcKZYD8mAVSyr72NlbvYHHZ72EGmaP4	5513	5	universalna	Статусна	0	Протокол зустрічі: Статус проєкту Odoo та планування нових задач.docx
1gWOGySBMZe66DNLB4yipUu4lrmY2n5z8-R50NivBIaQ	5503	4	олімпіус-консалт	Статусна	0	Протокол Статусної зустрічі 26.05.docx
1iKh3-dJkCHjsbvLlRWKYJHMJRE_lVtme	5490	4	atmosfera	Статусна	2026	Протокол статусної зустрічі 18.02.2026.docx
14gA_8XjBopxHh4Sp-V2FvVWE865P1fEt	5485	4	lftx	Фінанси	2025	Протокол обстеження LFTX (Облік доп.оплат 11.09.25).docx
1PV5mInrQyChFWfpbiA21VP_zXv-Z9UOH7_cdF1dmeJM	5477	4	енергобезпека-груп	Статусна	0	Протокол статусної зустрічі 20.05.docx
1CGxc2acYFnenIYRIu_frvzm7xcqfDlyXA1lRxzSD_5U	5459	6	mai-travel	Загальна	0	Протокол ToDo - MAI Travel | ToDo. Моделювання функціоналу CRM.docx
1-FhjdGzxK0iUrMMpHv9nFxfIFTE2WXeyFmknV6DcbOQ	5452	6	esper-bionics	Збір вимог	0	Esper Bionics Протокол зустрічі Склад. Уточнення вимог.docx
1Lt8HtkaAaWOGAIsY_jwWSGvDued2iwiF	5426	6	rse-s-r-o-чехія	Статусна	2026	Протокол ToDo - Статусна Зустріч 05.03.2026.docx
1Lc0P4W2UAtt9g0FzfbZ-XRUQb2c9tEgtKtepjoZsMV4	5420	4	ярослав	Статусна	2025	Протокол статусної зустрічі 28.07.2025.docx
1iY87djPfQNkUImY5Zt1u-cVWeNTzFUuq	5413	4	bixter-work	Загальна	0	Протокол зустрічі.docx
1v5d6t_-1LqZv-uDBlHUucFkQSKF9T7Y4Q4CziqvJXsI	5413	4	ярослав	Статусна	2025	Протокол статусної зустрічі 31.07.2025.docx
1Xxxh4zMvpjDAFng_xXEs_YzrRiJWKdXfCVMdUvDrXV4	5369	5	2-архів	План/договір/ТЗ	2024	Протокол встречи 11-01-24. Бухгалтерский учет (план счетов, аналитика). Расчет себестоимости.docx
12wycNSpJpt5iK-PHVo24nUR_dp1HFqoUFRZi6BhloJY	5368	4	iqosa	Статусна	2025	Протокол статусної зустрічі 24.09.2025.docx
155SyxfdYbenn9Nz8jMtNFfIHx64zdHkUzTfVQzi9xJU	5363	6	rse-s-r-o-чехія	Навчання	0	Протокол Навчання управлінська звітність, виставлення рахунків, витрати.docx
1D9Nzi73l7f9mOvl22TOkYceL6WDEstbaWYocGKp-lk8	5349	5	трител	Збір вимог	0	Протокол обстеження №3 – Трител.docx
1q2Rub03woqRu1XO1fAmrWNyDkUK3ozGY	5303	4	iqosa	Статусна	2025	Протокол статусної зустрічі 27.11.2025.docx
1ItE3kwkXrlOMPEuybsqLtehi8JTMbHw5HrJtU6_tPFM	5293	5	тов-стар-світ-юа-логістика	Загальна	0	Протокол зустрічі. Огляд 1С.docx
1H8yR9LMwEXhwcMioC9oCjuvLp6K2ydYo	5279	4	bixter-work	Загальна	0	Протокол зустрічі.docx
1IS4jiNUGgq1LE8ccbu4ikMu9S1hP7Ta_	5253	4	ярослав	Статусна	2025	Протокол статусної зустрічі 24.12.2025.docx
1ZvLX3VamdggbWnsJzd-limQ3Qx9ShECu	5253	5	eurozamok	Статусна	2024	Протокол статусної зустрічі від 04.10.24.docx
1CBu3CGlQVz-rqYco9Qb1rZvvIj8-nN1a	5250	6	diason	Загальна	2026	2026-05-26 -- Протокол зустрічі. Конструкторські питання.docx
1EDE_AxAA6DMLD8jFDB9xItXOQaObZCgsJmXa4Z6mwbo	5248	5	трител	Збір вимог	0	Протокол обстеження №2 - Трител.docx
1JfLy5TnAlh1FQQY2I4qmdcK3XnEwjA2fraGjJk9Mb20	5207	6	rse-s-r-o-чехія	Загальна	0	Протокол CashFlow.docx
1WPmZIOdFoaStVYBMOORO5tgzUv2ZN5lv	5206	4	bixter-work	Статусна	2025	Протокол статусної зустрічі 09.09.25 .docx
1LfRwJVimPf0ugffVKkPqRXP3-z9Uza-cR2ZciRLJ4-Y	5192	6	yodezeen	Загальна	0	Протокол зустрічі.docx
1Yn0_Kne2kKBujefX_eqehm-ti5w4u92mpKP0cbL4sxQ	5187	6	rse-s-r-o-чехія	Загальна	0	Протокол ToDo email for sales.docx
1zw7vcNvFVtW4UPp_GmWda8Iwk8kbpJjPU0Oys7Foteo	5185	6	ярослав	Статусна	2024	ПП "Ярослав" Протокол Статусної зустрічі 2024-12-03.docx
1kjqj1Fxcy9ZPuRWkiU1hMGKAvVbPShTZ	5185	4	медікус	Статусна	0	Протокол Медикус. 30.07 Статусна зустріч.docx
1H1YqRQ5pV8WggO5HKC9wc3N7G3MV5PGndGaoZd0m38s	5183	4	львівські-круасани	Статусна	2025	Протокол Статусної зустрічі 24.06.2025.docx
12ZxLqafnojZMR23zD3GMLi1wt6JMO74kOhArWXzKsU8	5165	4	медікус	Статусна	2025	Протокол Статусної зустрічі 22.05.2025.docx
1Y7fIQZJTeR4GylQTB8Zwp_yH4LT6HcYq	5151	6	rse-s-r-o-чехія	Збір вимог	2025	Протокол обстеження Проєкти 10.05.2025.docx
1wIp2daxHtDrOUlI1qe-3ZGLE3FG--gbA9EHGSDG9lMM	5145	5	2-архів	Загальна	2023	Протокол встречи 14-11-23. Продажи.docx
14nbg8y3lwBUctfqkEnfbX9G9F7LQrJ2dBRj-mqZ5MfU	5107	4	львівські-круасани	Статусна	2025	Протокол Статусної зустрічі 29.07.2025.docx
1P7zq8hu4GNSvl_PkDFS5i6Z1UEs4GaIT	5106	5	eurozamok	Загальна	2024	Протокол зустрічі по збору інформації бізнес-процесів 10.12.2024.docx
1AKmY8_cF2Am98GcDEXRzERx5ZvvCt6x5gxVch1lRu08	5085	4	пп-геральдика	Збір вимог	2023	Протокол обстеження (проведення інтерв'ю) 16.11.23.docx
1UpXkfdwU1f03tzac2YBlg8wr1L1lW3WY	5069	3	edelweis-sservice	Загальна	0	Протокол устрановчої зустрічі 06.11.docx
1eBSLkI7fk54oU5R2PqpNMa3FLmihQJ_irvaCuhf0ngg	5054	10	elfa-group	Загальна	2025	14.03.2025 Протокол зустрічі.docx
1x7cNgVLCSswXeZXZJ0Dr-lqqCHmjma9huQiyxhTwLMc	5046	4	alex-villas	Статусна	2025	Протокол статусної зустрічі 01.07.2025.docx
1BNav9CXRC_cHrXOc-yDR-mfFcSYJekB_12xW98iCFwg	5037	4	ярослав	Статусна	2025	Протокол статусної зустрічі 23.04.2025.docx
1Fnqqz65C1QC84OSl53y7AZwkJkAmh0jIAAnl2vT-WgY	5028	5	yodezeen	Загальна	0	Протокол зустрічі.docx
1hJ83vYRebZN3HjrBfI-QmQK_AhbzGapQUOeGgf1HdhU	5019	6	rse-s-r-o-чехія	Навчання	0	Протокол ToDo - навчання Фінанси.docx
1BvRmGtSzoLqHmYFiP93V96VOte68ANTa	5009	5	wiy-drones	Статусна	2026	Протокол статусної зустрічі 11.06.2026.docx
19jyd_Aeqnoq5egvx207IkR7GZsDp_pHz	4968	4	iqosa	Статусна	2026	Протокол статусної зустрічі 02.04.2026.docx
1V94TL3KirAyVdITYKj1gQFLkwH1oiQ2N2A3PVOTxGnw	4954	6	elfa-group	Загальна	2025	Протокол 06.05.2025.docx
15IMo9qHM8QXhjc5qKgHydcMIn161q6OB	4942	8	bixter-work	Статусна	2025	Протокол статусної зустрічі 08.10.25.docx
1gnkiEF1kjTdIRE3Q4Mut9jxIeDdx_EPb	4924	6	diason	Демонстрація	2026	2026-04-17 -- Протокол зустрічі. Презентація фінального звіту по фазі  Discovery.docx
1KG2I84C4Wd-yXV9d2BJUe8w2LIq94HLhaN72aTamdwQ	4913	5	2-архів	Збір вимог	2024	Протокол зустрічі (проведення інтерв'ю) 12.11.24".docx
1eUl5nIkpKwPv6HjfxdXvGq5c74p8Qu2tP5_mDSsITxM	4898	4	львівські-круасани	Статусна	2025	Протокол Статусної зустрічі 17.06.2025.docx
1-VTtnAKvP3QLloPGS-NrzJuUYCjQIqb6cGM5N6DqyBw	4887	6	авг-білдінг	Збір вимог	2024	Протокол обстеження (проведення інтерв'ю) 19.03.2024.docx
1XLzLQZsLtXXBfXHK9TmiCsJWjVKigo8s	4873	3	медікус	Загальна	2024	Протокол зустрічі по збору інформації роботи регуляторного спеціаліста 23.10.2024.docx
1pBASRSKrDQ8dHri9zymXjPYIoBgjCAf0CYH90ecmFoM	4864	4	львівські-круасани	Статусна	2025	Протокол Статусної зустрічі 05.08.2025.docx
16iCPiIzsrm2TLQwkMyhJizwAkMettsDi	4843	6	rse-s-r-o-чехія	Збір вимог	2025	Протокол обстеження Збір вимог по виробництву 12.05.2025.docx
1s7bC_GDCi8Md-wvKPrM9jXguu6aKzpTsgKrlwQ5ixrA	4806	5	ets-group	Збір вимог	0	Протокол обстеження – Поверхневий аналіз блоків Купівлі.docx
16_QZ_2Rjp8Zq64-z8Ijefqca3kuPwxE4aSslfRtN0p4	4788	6	2-архів	Загальна	2024	Протокол 06.11.2024.docx
1SfbMx8VVYb1hxZUfHuascwggXhB0Xnp4bQCziLBV-24	4764	6	elko-group	Збір вимог	2025	Протокол обстеження 29.04.2025.docx
1avbiri5laYR5qXcjyIPgjLFaV1rlP6ork3CMY1cM97M	4763	5	трител	Збір вимог	0	Протокол обстеження №1 (проведення інтерв'ю) – Трител.docx
1ZPHIgYHKabysdf1UGwx9f0p-bAN29O5v	4759	6	diason	Загальна	2026	2026-05-12 -- Протокол зустрічі. Конструкторський відділ.docx
1YqYAZcUYUXU0vrKc9zKgzFsKAnC1FsOEui4xX731x2Q	4717	4	iqosa	Статусна	2025	Протокол статусної зустрічі 25.09.2025.docx
17LmXqqo_8fx2kfkNYHzarKarLEmuBbZ-YpTivETXOt4	4709	3	2-архів	Загальна	0	Протокол исследования возможностей интеграции Odoo-PrestaShop.docx
1QPTGepkoq73npUFhWgpLBvlS2PfcStEy	4687	11	pilab	Загальна	2026	2026-03-09 -- Протокол зустрічі (Виробництво ч.1).docx
1deKcMzrSJCkClvpcMhlX7gpkso2x26By6m4RkAOtXzA	4686	8	iconic	Статусна	2026	2026-04-01. Протокол статусної зустрічі (№2).docx
1E5f7CyNrX6d8cw41tqxEu8uldz_Hw8NImStilZaxy9w	4685	7	2-архів	Загальна	2024	Протокол зустрічі 16.10.2024 - Фіналізація питань по номенклатурі.docx
1xnj5HzW1fAZdMwRRJ9aL5c1wJYOLM-ADhNZxJjYNlhQ	4677	5	mai-travel	Демонстрація	2026	Протокол  MAI Travel _ ToDo. Демонстрація внутрішніх процесів тур.агенції 16.04.2026.docx
1JEJmLt8wurSerVW1QXeeIYXvJE-kTi9gV2eZkwsKBQI	4677	5	revolution	Загальна	0	Протокол зустрічі 29.04. Тема Як працює CRM 2 частина.docx
1NEyNopm7wThBXhyrDQJyRCu_o3Iw0Nlo	4646	6	rse-s-r-o-чехія	Загальна	0	Протокол ToDo Заявка на оплату.docx
1WLy_WQSiSQkHSY4BpBTO9Tk24oC04kk2xQrnJo-i62U	4634	5	yodezeen	Статусна	0	Протокол статусної зустрічі.docx
1i8Q90BPC4jXEkThGTA0hig3rmFyquOEs	4617	4	bixter-work	Статусна	2025	Протокол статусної зустрічі 05.09.25 .docx
12hDoaE_FEWbLJD2UWuqjoGtaKd7Jim0lH-W8kwomG2A	4610	5	road-style	Збір вимог	0	Протокол обстеження (проведення інтерв'ю) 03.09.docx
1N6LEwupPVrUyduEvsOMXsftOR0bZ7F9xG-BoseMElc0	4609	6	esper-bionics	Загальна	2024	1. Esper Bionics Протокол зустрічі. HR (2024-06-27).docx
1h5F0DXdDahS50F_RV5ipqyK0GOEVJjIg	4591	5	youcontrol	Статусна	2026	Протокол Статусна зустріч 11-06-2026.docx
1XJ9rq7yj_qu44KGRf3b1XwB3oEX09S_qvZiBSgQCAXM	4590	7	тов-стар-світ-юа-логістика	Загальна	2024	2024-01-16 Протокол зустрічі.docx
1VjHdg_olJkzYig0rdpulxXAjT7bn2sSjaQr2VSf8qMQ	4576	5	2-архів	Установча	0	Протокол установчої зустрічі 3-11-2023.docx
1YRTysbXf6J3ZfA1tUgKxI7css6O5BZju	4573	6	ярослав	Статусна	2025	ПП _Ярослав_ Протокол Статусної зустрічі 2025-02-26.docx
1UGzfF-YM6ZKMbKsY6p3kuZFVbEJYykxfyHprd_tfr7M	4572	4	yodezeen	Збір вимог	2025	Протокол уточнення вимог 19.05.2025.docx
1D9xOyifmuxzy_waxRpdwzCQtHvnTurstTtUoE-vSjZg	4555	6	rse-s-r-o-чехія	Загальна	0	Протокол ToDo Закупівлі.docx
1djhChVvwaMeM-_65WdIpEJPK4McGfKg-NFd1ADGXpmc	4548	4	wiy-drones	Статусна	2026	Протокол статусної зустрічі 08-05-2026.docx
1nxL31DFBhqPN55i2oEuqW98AqPXPqCrbgTjrruazin8	4544	6	ярослав	Статусна	2024	ПП "Ярослав" Протокол Статусної зустрічі 2024-11-07.docx
1jHB3JcRuktyB4pD4cb3y5U1qamqHmBMU	4508	5	eurozamok	Демонстрація	2024	Протокол зустрічі по демонстрації змодельованого функціоналу зарплати, обговорення додаткових питань 03.12.2024.docx
1AXljKVK7rFYlSBxw-qbKhT7nlfYQjj2t	4488	4	бойові-птахи-україни-тов-warbirds	Установча	0	Протокол установчої зустрічі Бойові Птахи України.docx
1M5S3eiMuAjl8ckDcpt-yVzMyGXILiPpn	4483	10	pilab	Загальна	2026	2026-03-11 -- Протокол зустрічі (Виробництво ч.2).docx
1c46SVGWeQR9MYm9u_1fvqx2z7Emprf6a	4477	4	bixter-work	Статусна	2025	Протокол статусної зустрічі 22.09.25 .docx
1KC3ElYdca9_N9qzONc08GN7QZcxeOihM	4474	4	2-архів	Збір вимог	0	Протокол обстеження (проведення інтерв'ю) UTTC 13.Маркетинг.CRM.docx
1xD_tW96q9mK2tH7iCJExkw0C4i_In2PD9xbDeBY3dtI	4455	5	строй-тек-фасад-майстер	Загальна	2025	07.05.2025 Протокол .docx
1a-WCyif1GmPdE25U0JRUQ7Iaidp7JRqy	4454	4	iqosa	Статусна	2025	Протокол статусної зустрічі 04.12.2025.docx
14DUTSzSzbIpCRHnhtuAK_Xboy1Lwnr7HifxCono0agY	4448	4	львівські-круасани	Статусна	2025	Протокол Статусної зустрічі 07.10.2025.docx
1ip9RdjRhY8Yy_OzgdRjiM6387E1hjz3Y50wjEKvnix0	4445	6	2-архів	Збір вимог	0	Протокол обстеження (проведення інтерв'ю).docx
1N3c-d4LtsQx8-wMPnhwrZirmMZlT6HPHVFOF9z7-bd8	4437	6	lux-site	Загальна	0	ШАБЛОН Протокол зустрічі LuxSite.docx
1EjebilllGqSEI-RcwHCluQ3sKZTNcNxD	4431	6	pilab	Загальна	2026	2026-06-02 -- Протокол зустрічі.docx
1YxHhfvM9MlrSxVL4dhCeKVjY_MV5RUzqzvudxdk1ISA	4426	6	пп-геральдика	Збір вимог	2023	Протокол обстеження (проведення інтерв'ю) 23.11.23.docx
15VagRfndzI2i5Ed_KrF8S2U4bkk3ETOHIIbyhKooQUg	4424	6	пп-геральдика	Статусна	2024	Протокол статусної зустрічі 07.08.2024.docx
1sRAd4gs4ML3-_1XOGDxQGYuA0z-4mXaEUN6PLwFW4n0	4405	5	авг-білдінг	Збір вимог	2024	Протокол обстеження (проведення інтерв'ю) 26.03.2024.docx
1gJDufXBmuSv88aaVNIilex3o8jWHPFi2zbfeKRFe6Bw	4404	5	eurozamok	Установча	0	Протокол установчої зустрічі 11.09.docx
1VlR3VKuRN-HiZeoTqItnv2AR4iBnzv0tGm4tXxFzZ4M	4389	5	consolidator-llc	Установча	0	Протокол установчої зустрічі.docx
1m5T5KI_nMpJOCf241_iImLRzsWxhTTn3	4370	6	diason	Загальна	2026	2026-05-14 -- Протокол зустрічі. Конструкторський відділ 2.docx
1OL83iW0dh-KwCEe2NIfp_l-SmSASroY3OETMdylMUT4	4363	5	lux-site	Загальна	2024	24.01.2024 Протокол зустрічі LuxSite.docx
17kGBqDWgdpYxdTw_7kKct3LzPS8CRA4LNNx5O6tKjeE	4353	4	2-архів	Загальна	2024	Протокол 10.10.2024.docx
1wT2V7PPkwAETN-7MVYfKu0esZRBQy4YJ	4348	6	смарт-блок	Статусна	0	Протокол: Статусна .docx
1PLnvJv9u0emZWRfSuSDJFiolsXVzwWCT	4326	3	yodezeen	Загальна	2025	Протокол зустрічі по збору інформації бізнес-процесів 08.01.2025.docx
15DhH5qb5eppbUmFfH4YWHDYWuuwELfSe1mPwKgMuO2I	4324	7	esper-bionics	Загальна	2024	Esper Bionics Протокол зустрічі. Номенклатура, продажі, обміни з BAS (2024-08-13).docx
1evneJZX2OszEW_hM8WG1YV7eevA63dvd	4317	5	ярослав	Загальна	2025	ПП _Ярослав_ Протокол зустрічі 2025-03-18.docx
1fRyGFTQCtVLErJAqnfEdIYXrSh88u6p3SLPujRpag3o	4303	6	wiy-drones	Збір вимог	0	Промт для створення протоколу інтервью.docx
1x2SzAoE_oQBiZ8B7skHLvXkuWF87XZu8g5Y8G_lvsPk	4262	4	львівські-круасани	Статусна	2025	Протокол Статусної зустрічі 30.09.2025.docx
1gnT-3JLckK_rdE-D903FpDX-o_YiJPBrEHeUc-hlXV8	4254	4	ярослав	Статусна	2025	Протокол статусної зустрічі 17.09.2025.docx
1vRRGjWEDhYz0IxQg68QM3LYUu3lYihWS	4245	5	медікус	Статусна	2024	Протокол статусної зустрічі 22.10.2024.docx
1zYP479u8PlJ-50NLHTLLXlI-lOLbedcO3PI4Ss6ahZQ	4239	3	пп-геральдика	Збір вимог	2023	Протокол обстеження (проведення інтерв'ю) 30.11.23.docx
1-55ySJd0MKG2YMBdgm5jjZfwIHzfQibPuQq4e40pE1k	4232	5	медікус	Установча	2024	Протокол установчої зустрічі 01.10.2024.docx
1xGpLQj7x3mi9yIcj_gCE4-Wm-g5V8ExiLFDRHBpa8HM	4227	4	львівські-круасани	Статусна	2025	Протокол Статусної зустрічі 10.06.2025.docx
19-Xyvs9GCCZgEAU4kG6tIvR_pdK9u1ZGzuTOhDqbHNo	4188	5	wiy-drones	Статусна	2026	Протокол статусної зустрічі 22-04-2026.docx
1Ifb9JOLzN3dfwES_BvUgzABW7Vuthb_lZwC1TLmDdpE	4185	6	yodezeen	Загальна	0	Протокол зустрічі.docx
1D0gzZGkg57Efssh3yL5lS8RPb51sBiZ0	4182	7	олімпіус-консалт	Статусна	2025	Протокол Статусної зустрічі 21.07.2025_.docx
1pXafuhkXT_DZWnzZbm5t7ql8owFso9mV2joyHe9xqo0	4171	5	тов-стар-світ-юа-логістика	Статусна	2023	Статусна зустріч 2023-11-16 Протокол .docx
1Ma0PINt7WTdAgMcsDoztEyMpd7z6jaIJrvhnWWzfzIw	4160	5	тов-стар-світ-юа-логістика	Статусна	2023	Статусна зустріч 2023-12-28 Протокол (+ сума фрахту у валюті).docx
1WTAL13wT1Sfbi7pvm7ohpr5RXxk9Wchh	4134	6	diason	Загальна	2026	2026-05-25 -- Протокол зустрічі. Конструкторський відділ. Специфікації.docx
1n27nxqcsKHMAlJTTZiiXXOGHsL8dTEeCNtUYdfFDtDE	4115	5	смарт-блок	Установча	0	Протокол установчої зустрічі.docx
1JyvAR41KTdxPrDTVJn7yQ6RO4p_WVP4IAGGWj4UavNU	4104	5	медікус	Загальна	2024	Протокол зустрічі по збору інформації бізнес-процесів 11.10.2024.docx
1zeNtnjz36PbgpjdVrYMaq-y-blbb5SpTUqsAVcGvOTA	4091	5	yodezeen	Збір вимог	2024	Протокол обстеження Біздев 11.11.2024.docx
